Tên sản phẩm,Giá (đồng),Đơn vị,Nhóm thực phẩm
Combo thịt linh đình Gofood 1kg,499000,1kg,"Thịt, hải sản đông lạnh"
Lõi vai bò cuộn Kiwifood khay 300g,139000,300g,"Thịt, hải sản đông lạnh"
Gầu bò Mỹ Kiwifood khay 300g,105000,300g,"Thịt, hải sản đông lạnh"
Ba chỉ bò Mỹ Kiwifood khay 300g,98000,300g,"Thịt, hải sản đông lạnh"
Ba chỉ bò Mỹ cắt nướng Gofood 500g,161000,500g,"Thịt, hải sản đông lạnh"
Ba chỉ bò Mỹ cắt lẩu Gofood 500g,161000,500g,"Thịt, hải sản đông lạnh"
Sườn Hoàng Đế Gofood 500g,345000,500g,"Thịt, hải sản đông lạnh"
Lõi vai bò cắt nướng Gofood 500g,239000,500g,"Thịt, hải sản đông lạnh"
Lõi vai bò cắt lẩu Gofood 500g,233000,500g,"Thịt, hải sản đông lạnh"
Sườn Nữ Hoàng Gofood 500g,250000,500g,"Thịt, hải sản đông lạnh"
Ba chỉ bò Úc cắt nướng Gofood 500g,142000,500g,"Thịt, hải sản đông lạnh"
Ba chỉ bò Úc cắt lẩu khay Gofood 500g,142000,500g,"Thịt, hải sản đông lạnh"
Sườn bò Mỹ Kiwifood khay 300g,219000,300g,"Thịt, hải sản đông lạnh"
Cánh gà giữa Ace Foods khay 500g,69000,500g,"Thịt, hải sản đông lạnh"
Móng giò heo Ace Foods khay 500g,45000,500g,"Thịt, hải sản đông lạnh"
Bắp bò Úc Ace Foods khay 300g,87000,300g,"Thịt, hải sản đông lạnh"
Sườn bò Tây Ban Nha Ace Foods khay 200g,62000,200g,"Thịt, hải sản đông lạnh"
Lõi vai bò Canada Ace Foods khay 200g,71500,200g,"Thịt, hải sản đông lạnh"
Ba chỉ bò Mỹ Ace Foods khay 200g,62000,200g,"Thịt, hải sản đông lạnh"
Combo thịt - Hộp quà Như Ý 1.2kg,279000,12kg,"Thịt, hải sản đông lạnh"
Sườn heo Brazil Ace Foods khay 300g,53000,300g,"Thịt, hải sản đông lạnh"
Ba chỉ heo Nga Ace Foods khay 300g,52000,300g,"Thịt, hải sản đông lạnh"
Sườn heo nhập khẩu Đức túi 1kg,99000,1kg,Thịt heo
Chân giò heo nhập khẩu Đức túi 500g,23000,500g,Thịt heo
Chân giò trước C.P 500g,52000,500g,Thịt heo
Thịt heo xay C.P 200g,22000,200g,Thịt heo
Sườn cốt lết 500g,56000,500g,Thịt heo
Móng giò heo Ace Foods khay 500g,45000,500g,Thịt heo
Ba rọi heo C.P,57600,300g,Thịt heo
Ba rọi heo nhập khẩu Nga,36300,300g,Thịt heo
Ba rọi heo nhập khẩu Nga túi 500g,57000,500g,Thịt heo
Thịt heo xay C.P,34500,300g,Thịt heo
Thịt đùi C.P khay 300g,30000,300g,Thịt heo
Thịt đùi heo C.P,32700,300g,Thịt heo
Thịt nạc heo C.P 300g,38000,300g,Thịt heo
Thịt nạc heo C.P,48300,300g,Thịt heo
Chân giò heo C.P,31500,300g,Thịt heo
Chân giò heo nhập khẩu Đức,52000,1kg,Thịt heo
Sườn cốt lết C.P,34500,300g,Thịt heo
Sườn non heo C.P,68400,300g,Thịt heo
Sườn non heo nhập khẩu Brazil túi 500g,68000,500g,Thịt heo
Sườn non heo nhập khẩu Brazil,41400,300g,Thịt heo
Xương heo có thịt C.P,30900,300g,Thịt heo
Xương heo có thịt C.P 500g,50000,500g,Thịt heo
Sườn que heo nhập khẩu,19800,300g,Thịt heo
Sườn que heo nhập khẩu 500g,33000,500g,Thịt heo
Combo thịt - Hộp quà Như Ý 1.2kg,279000,12kg,Thịt heo
Sườn heo Brazil Ace Foods khay 300g,53000,300g,Thịt heo
Ba chỉ heo Nga Ace Foods khay 300g,52000,300g,Thịt heo
Phèo non heo NT Pearly Food 300g,57000,300g,Thịt heo
Thịt ba rọi heo rừng lai 250g,95000,250g,Thịt heo
Gan heo NT Pearly Food 300g,26500,300g,Thịt heo
Tai heo NT Pearly Food 300g,49500,300g,Thịt heo
Bao tử heo NT Pearly Food 300g,62000,300g,Thịt heo
Lưỡi heo NT Pearly Food 300g,62000,300g,Thịt heo
Tim heo NT Pearly Food 200g,59500,200g,Thịt heo
Sườn que heo nhập khẩu 1kg,66000,1kg,Thịt heo
Thịt đùi Meat Master 400g,58000,400g,Thịt heo
Thịt xay Meat Master 400g,61000,400g,Thịt heo
Thăn chuột Meat Master 400g,70000,400g,Thịt heo
Sườn non Meat Master 400g,123000,400g,Thịt heo
Sườn già Meat Master 400g,71000,400g,Thịt heo
Nạc dăm Meat Master 400g,76000,400g,Thịt heo
Dựng heo Meat Master 400g,47000,400g,Thịt heo
Cốt lết Meat Master 400g,58000,400g,Thịt heo
Ba rọi Meat Master 400g,80000,400g,Thịt heo
Thịt xay sẵn C.P 500g,73000,500g,Thịt heo
Thịt xay sẵn C.P 300g,44000,300g,Thịt heo
Dựng heo C.P 500g,56000,500g,Thịt heo
Thịt thăn C.P 300g,49000,300g,Thịt heo
Thịt bắp giò C.P 300g,41000,300g,Thịt heo
Sườn già C.P 500g,81000,500g,Thịt heo
Nạc vai C.P 300g,50000,300g,Thịt heo
Ba rọi rút sườn C.P 300g,71000,300g,Thịt heo
Ba rọi rút sườn C.P 500g,116000,500g,Thịt heo
Xương ống C.P 500g,53000,500g,Thịt heo
Xương cổ G 500g,63000,500g,Thịt heo
Ba rọi rút sườn G 300g,77000,300g,Thịt heo
Thịt ba rọi G 300g,58000,300g,Thịt heo
Sườn già G 300g,51000,300g,Thịt heo
Sườn non G 300g,83000,300g,Thịt heo
Cốt lết heo G 300g,41000,300g,Thịt heo
Thịt đùi G 300g,44000,300g,Thịt heo
Bẹ sườn non heo nhập khẩu 3kg,405000,3kg,Thịt heo
Ba rọi heo nhập khẩu 5kg,589000,5kg,Thịt heo
Thịt đùi C.P 500g,73000,500g,Thịt heo
Sườn non C.P 500g,117000,500g,Thịt heo
Cốt lết heo C.P 500g,72000,500g,Thịt heo
Chân giò sau C.P 500g,55000,500g,Thịt heo
Thịt ba rọi C.P 500g,93000,500g,Thịt heo
Ba rọi heo nhập khẩu 2kg,249000,2kg,Thịt heo
Thịt đùi heo C.P 300g,43000,300g,Thịt heo
Nạc dăm C.P 300g,49000,300g,Thịt heo
Bẹ sườn non heo nhập khẩu 6kg,779000,6kg,Thịt heo
Heo rừng nướng ống tre 100g,44000,100g,Thịt heo
Giả cầy heo,121000,1kg,Thịt heo
Combo nướng hoàng gia 1kg,319000,1kg,Thịt heo
Combo nướng dã ngoại,235000,650g,Thịt heo
Khổ qua dồn thịt,44000,400g,Thịt heo
Đậu hũ dồn thịt,45000,400g,Thịt heo
Riêu tôm thịt 200g,39900,200g,Thịt heo
Giò sống,36900,200g,Thịt heo
Đầu thăn ngoại bò tuyết Mr.T 250g,89000,250g,Thịt bò
Beefsteak bò Úc khay 200g,89000,200g,Thịt bò
Gầu bò Mỹ Kiwifood khay 300g,105000,300g,Thịt bò
Ba chỉ bò Mỹ Kiwifood khay 300g,98000,300g,Thịt bò
Thịt vụn bò vỉ 250g,33000,250g,Thịt bò
Bắp bò Úc cắt miếng Kiwifood khay 300g,80000,300g,Thịt bò
Thịt vụn bò,45870,300g,Thịt bò
Bắp bò,67134,300g,Thịt bò
Đùi bò,77371,300g,Thịt bò
Nạm bò 150g,30800,150g,Thịt bò
Bắp bò vỉ 300g,60000,300g,Thịt bò
Nạm bò,56985,300g,Thịt bò
Bò kho 200g,49000,200g,Thịt bò
Bò lúc lắc 200g,69000,200g,Thịt bò
Dẻ sườn bò Mỹ Gofood 500g,284000,500g,Thịt bò
Dẻ sườn bò Mỹ Gofood 300g,169000,300g,Thịt bò
Ba chỉ bò Úc cắt lẩu Gofood khay 300g,89000,300g,Thịt bò
Ba chỉ bò Úc cắt nướng Gofood 300g,89000,300g,Thịt bò
Sườn Nữ Hoàng Gofood 300g,159000,300g,Thịt bò
Sườn Hoàng Đế Gofood 300g,230000,300g,Thịt bò
Lõi vai bò cắt nướng Gofood 300g,155000,300g,Thịt bò
Lõi vai bò cắt lẩu Gofood 300g,155000,300g,Thịt bò
Ba chỉ bò Mỹ cắt nướng Gofood 300g,112000,300g,Thịt bò
Ba chỉ bò Mỹ cắt lẩu Gofood 300g,112000,300g,Thịt bò
Lõi nạc vai bò cắt steak Gofood khay 500g,239000,500g,Thịt bò
Sườn bò Mỹ không xương Kiwifood khay 300g,287000,300g,Thịt bò
Lõi vai bò cắt miếng Kiwifood khay 300g,129000,300g,Thịt bò
Combo lẩu no nê Gofood 1kg,499000,1kg,Thịt bò
Combo thịt phủ phê Gofood 1kg,699000,1kg,Thịt bò
Combo thịt linh đình Gofood 1kg,499000,1kg,Thịt bò
Lõi vai bò cuộn Kiwifood khay 300g,139000,300g,Thịt bò
Ba chỉ bò Mỹ cắt nướng Gofood 500g,161000,500g,Thịt bò
Ba chỉ bò Mỹ cắt lẩu Gofood 500g,161000,500g,Thịt bò
Sườn Hoàng Đế Gofood 500g,345000,500g,Thịt bò
Lõi vai bò cắt nướng Gofood 500g,239000,500g,Thịt bò
Lõi vai bò cắt lẩu Gofood 500g,233000,500g,Thịt bò
Sườn Nữ Hoàng Gofood 500g,250000,500g,Thịt bò
Ba chỉ bò Úc cắt nướng Gofood 500g,142000,500g,Thịt bò
Ba chỉ bò Úc cắt lẩu khay Gofood 500g,142000,500g,Thịt bò
Sườn bò Mỹ Kiwifood khay 300g,219000,300g,Thịt bò
Bắp bò Úc Ace Foods khay 300g,87000,300g,Thịt bò
Sườn bò Tây Ban Nha Ace Foods khay 200g,62000,200g,Thịt bò
Lõi vai bò Canada Ace Foods khay 200g,71500,200g,Thịt bò
Ba chỉ bò Mỹ Ace Foods khay 200g,62000,200g,Thịt bò
Thịt bò xay PTV 200g,49900,200g,Thịt bò
Thịt bò xào PTV 200g,59900,200g,Thịt bò
Combo thịt - Hộp quà Như Ý 1.2kg,279000,12kg,Thịt bò
Bò viên FCook gói 200g,31000,200g,Thịt bò
Ba chỉ bò Úc đông lạnh Mr.T 300g,110000,300g,Thịt bò
Bò tơ nướng ống tre 100g,44000,100g,Thịt bò
Lẩu bò 500g,223000,500g,Thịt bò
Lẩu đuôi bò 500g,139000,500g,Thịt bò
Đuôi bò hầm sả 500g,142000,500g,Thịt bò
Thịt ba chỉ bò Mỹ cuộn Orifood 300g,112000,300g,Thịt bò
Bò viên Hoa Doanh gói 200g,36000,200g,Thịt bò
Bò viên Tân Việt Sin gói 200g,51500,200g,Thịt bò
Thịt ba rọi bò Mỹ đông lạnh Thảo Tiến 300g,119000,300g,Thịt bò
Gà ủ muối hoa tiêu LifeFood gói 450g,84000,450g,Thịt gà
Đùi tỏi gà C.P 500g,46000,500g,Thịt gà
Ức gà phi lê có da CP 500g,41000,500g,Thịt gà
Cánh tỏi gà C.P 300g,38200,300g,Thịt gà
Cánh gà CP 500g,48000,500g,Thịt gà
Đùi gà góc tư C.P 500g,40000,500g,Thịt gà
Ức gà phi lê có da C.P,49500,500g,Thịt gà
Ức gà có xương C.P,28650,300g,Thịt gà
Ức gà có xương C.P 500g,38000,500g,Thịt gà
Má đùi gà cắt sẵn C.P,26700,300g,Thịt gà
Má đùi gà cắt sẵn C.P 500g,39000,500g,Thịt gà
Đùi tỏi gà C.P,37200,300g,Thịt gà
Đùi gà góc tư C.P,26700,300g,Thịt gà
Cánh gà C.P,36900,300g,Thịt gà
Cánh gà giữa nhập khẩu 500g,65000,500g,Thịt gà
Cánh gà giữa nhập khẩu,38400,300g,Thịt gà
Cánh tỏi gà C.P,37200,300g,Thịt gà
Gà vườn đất đỏ,128700,13kg,Thịt gà
Gà dai nhập khẩu 600g,44000,600g,Thịt gà
Gà dai nhập khẩu 1.2 - 1.4kg/con,37000,500g,Thịt gà
Chân gà,27300,300g,Thịt gà
Xương gà,10800,300g,Thịt gà
Xương gà C.P 500g,21900,500g,Thịt gà
Xương đùi gà C.P,9900,300g,Thịt gà
Tim gà 250g,33900,250g,Thịt gà
Mề gà tươi C.P 250g,31900,250g,Thịt gà
Lòng gà 250g,27900,250g,Thịt gà
Chân gà rút xương Ngọc Tú 250g,51800,250g,Thịt gà
Cánh gà giữa Ace Foods khay 500g,69000,500g,Thịt gà
Gà mía nguyên con nhập khẩu Hàn Quốc túi 1 con,79000,800g,Thịt gà
Gà dai Hàn Quốc nhập khẩu (túi 1 con),99500,1,Thịt gà
Sườn gà tươi C.P 500g,56000,500g,Thịt gà
Sụn gà C.P 500g,117000,500g,Thịt gà
Gà H'Mông nguyên con 700g trở lên,169000,700g,Thịt gà
Gà dai nhập khẩu Hàn Quốc con 1.2kg-1.4kg,80000,1,Thịt gà
Gà ác nguyên con 135g,34000,135g,Thịt gà
Bồ câu nguyên con 235g,94000,235g,Thịt gà
Gà cúng kim kê nguyên con 1.2kg,182000,12kg,Thịt gà
Chim cút 395g (3-4 con),43000,395g,Thịt gà
Ức gà phi lê có da C.P 1kg,83000,1kg,Thịt gà
Sụn ức gà C.P 500g,60000,500g,Thịt gà
Vịt nửa con C.P 1.2kg,119000,1,Thịt gà
Nửa con vịt C.P,118800,12kg,Thịt gà
Xương gà C.P 1kg,37800,1kg,Thịt gà
Đùi cánh gà tươi C.P 500g,46000,500g,Thịt gà
Đùi gà tháo khớp C.P 500g,45000,500g,Thịt gà
Ức gà tươi phi lê C.P 500g,50000,500g,Thịt gà
Chân gà C.P 500g,33000,500g,Thịt gà
Đùi gà góc tư C.P 500g,43000,500g,Thịt gà
Má đùi gà C.P 500g,38000,500g,Thịt gà
Đùi tỏi gà C.P 500g,52000,500g,Thịt gà
Cánh gà C.P 500g,51000,500g,Thịt gà
Gà Fingers chiên giòn C.P 300g,73500,300g,Thịt gà
Gà chiên giòn popcorn C.P gói 300g,56500,300g,Thịt gà
Chân gà rút xương xốt Thái 450g vị cay nồng,77000,450g,Thịt gà
Chân gà rút xương xốt Thái 300g vị cay nồng,62000,300g,Thịt gà
Chân gà rút xương xốt Thái 250g vị cay nồng,53000,250g,Thịt gà
Chân gà rút xương sả tắc hộp 450g,71000,450g,Thịt gà
Chân gà rút xương sả tắc hộp 300g,59000,300g,Thịt gà
Chân gà rút xương sả tắc 250g,52000,250g,Thịt gà
Combo nướng hoàng gia 1kg,319000,1kg,Thịt gà
Combo nướng dã ngoại,235000,650g,Thịt gà
Lẩu gà lá giang 500g,109000,500g,Thịt gà
Gà nugget vòng chiên giòn C.P 300g,51000,300g,Thịt gà
Gà chiên giòn Karaage C.P 300g,61000,300g,Thịt gà
Cá he làm sạch 450g - 550g (3 - 4 con),59000,450,Hải sản
Chả ốc nhồi ống tre Xuân Thanh gói 500g,49500,500g,Hải sản
Cá hồi coho cắt khúc nhập khẩu chi lê 200g,75000,200g,Hải sản
Cá hồi coho nguyên con nhập khẩu chi lê 4kg - 4.4kg,1717000,4kg,Hải sản
Cá hồi coho nguyên con nhập khẩu chi lê 4.6kg - 5kg,1963000,46kg,Hải sản
Cá trứng đông lạnh SG Food 200g,25000,200g,Hải sản
Tôm thẻ C.P,57750,250g,Hải sản
Cá ngừ làm sạch 500g,50000,500g,Hải sản
Cá ngừ làm sạch,29100,300g,Hải sản
Cá thát lát nạo 200g,55000,200g,Hải sản
Cá chim nước ngọt làm sạch 450g,40000,450g,Hải sản
Cá chim nước ngọt làm sạch,46200,600g,Hải sản
Cá basa cắt lát,28750,250g,Hải sản
Cá basa cắt khúc 500g,29900,500g,Hải sản
Cá basa cắt khúc,32000,500g,Hải sản
Cá lóc làm sạch 500g,38000,500g,Hải sản
Cá lóc đã làm sạch,28200,300g,Hải sản
Cá diêu hồng làm sạch,45200,400g,Hải sản
Cá hồi Coho cắt khúc nhập khẩu Chi Lê,90000,200g,Hải sản
Cá nục làm sạch,28200,300g,Hải sản
Cá nục làm sạch 500g,49000,500g,Hải sản
Cá trác làm sạch,27900,300g,Hải sản
Cá hường làm sạch,33300,300g,Hải sản
Cá sòng làm sạch,46500,500g,Hải sản
Đầu cá hồi salar chưa làm sạch 700g (2 đầu),43000,700g,Hải sản
Đầu cá hồi salar làm sạch (4-5 cái/kg),35000,500g,Hải sản
Râu mực nhập khẩu,67500,500g,Hải sản
Râu mực nhập khẩu 500g,62000,500g,Hải sản
Bao tử cá basa,30000,250g,Hải sản
Thịt ốc bươu,20000,250g,Hải sản
Thịt ốc bươu 200g,12500,200g,Hải sản
Thịt sò lông,128000,1kg,Hải sản
Thịt nghêu lụa,25000,200g,Hải sản
Cá hồi Nauy tươi cắt khúc 500g,349000,500g,Hải sản
Cá hồi Nauy tươi cắt khúc 250g,189000,250g,Hải sản
Cá hồi Nauy tươi cắt khúc 150g,129000,150g,Hải sản
Tôm thẻ hộp 200g,49000,200g,Hải sản
Cá hồi coho phi lê na uy 150g,67500,150g,Hải sản
Cá thu đao Nhật Bản 300g,40500,300g,Hải sản
Cá trứng Na Uy đông lạnh 250g,33000,250g,Hải sản
Nõn tôm Minh Phú,32000,100g,Hải sản
Cá bã trầu 1kg,210000,1kg,Hải sản
Cá dìa 1kg,220000,1kg,Hải sản
Mắt cá ngừ 500g (3-4 cái),31500,500g,Hải sản
Cá dũa fillet 500g (3-4 miếng),80000,500g,Hải sản
Steak cá ngừ đại dương 500g (4-6 miếng),110000,500g,Hải sản
Thịt cá cờ kiếm 500g (2-4 miếng),90000,500g,Hải sản
Hải sâm cát Kiwifood 80g,229000,80g,Hải sản
Cua lột Kiwifood 400g,187000,400g,Hải sản
Cá hồi hồng Kiwifood 300g,89000,300g,Hải sản
Bào ngư nhập khẩu Trung Quốc 200g,76000,200g,Hải sản
Bạch tuộc 500g (10 - 13 con),79000,500g,Hải sản
Ốc hương 500g (35 - 45 con),179000,500g,Hải sản
Cá kèo 500g,113000,500g,Hải sản
Cá cơm biển 500g,79000,500g,Hải sản
Cá bóp cắt khúc 500g (4 - 5 khúc),179000,500g,Hải sản
Nhộng tằm 300g,30500,300g,Hải sản
Cá bóp nguyên con 2.2 kg trở lên,499000,22kg,Hải sản
Bào ngư Hàn Quốc 450g-550g (5 con),395000,450g,Hải sản
Cá chạch quế 500g (6 - 8 con),58000,500g,Hải sản
Cá chẽm làm sạch 1kg trở lên,143000,1kg,Hải sản
Tép rong 500g,112000,500g,Hải sản
Cá sặc rằn 500g - 550g (3 - 5 con),57000,500,Hải sản
Lươn làm sạch,59000,1,Hải sản
Cá chim trắng biển làm sạch 600g trở lên,145000,600g,Hải sản
Cá hú làm sạch nguyên con 1kg trở lên,139000,1kg,Hải sản
Tôm sú 500g (10 - 13 con),159000,500g,Hải sản
Cá thu cắt khúc 270g - 330g,95000,270g,Hải sản
Mực ống 500g (10 - 13 con),119000,500g,Hải sản
Nghêu sống 1kg (40 - 50 con),65000,1kg,Hải sản
Tôm càng xanh 500g (8 - 10 con),119000,500g,Hải sản
Cá chép bè 700g-1kg,95000,700g,Hải sản
Ốc Bulot đông lạnh Saky gói 500g,129000,500g,Hải sản
Cá basa fille Sài Thành Foods khay 500g,45000,500g,Hải sản
5á basa cắt khúc Sài Thành Foods khay 300g,37000,300g,Hải sản
Mực nút đông lạnh Sài Thành Foods gói 300g,59000,300g,Hải sản
Tôm thẻ đông lạnh Sài Thành Foods gói 300g,79000,300g,Hải sản
Cá đổng đông lạnh Sài Thành Foods 500g,45000,500g,Hải sản
Đầu cá hồi cắt lát làm sạch Tân Hải Hòa gói 500g,60000,500g,Hải sản
Tôm khô size XS Lam Điền hũ 100g,79500,100g,Hải sản
Tôm tẩm bột vàng Ào Ào gói 300g,59000,300g,Hải sản
Thịt nghêu luộc Ào Ào khay 200g,50000,200g,Hải sản
Cá Sapa Nhật Ào Ào 400g,50000,400g,Hải sản
Cá viên rau củ Việt Sin 200g,23500,200g,Hải sản
Tôm viên Fcook Hoa Doanh gói 200g,26000,200g,Hải sản
Cá viên Fcook Hoa Doanh gói 200g,23500,200g,Hải sản
Riêu tôm thịt 200g,39900,200g,Hải sản
Cá viên nhân tôm SG Food gói 500g,91500,500g,Hải sản
Cá trứng đông lạnh Tân Hải Hòa 200g,40000,200g,Hải sản
Cá viên Tân Việt Sin gói 200g,35500,200g,Hải sản
Tôm viên Tân Việt Sin gói 200g,37500,200g,Hải sản
Vây cá hồi đông lạnh SG Food 500g,59500,500g,Hải sản
Cá viên Huỳnh Nguyễn gói 250g,30500,250g,Hải sản
Cá viên SG Food gói 500g,79000,500g,Hải sản
Thanh surimi vị cua 3N Akira 250g,69000,250g,Hải sản
Hải sản ngũ sắc đông lạnh SG Food 300g,48000,300g,Hải sản
Mực viên Hoa Doanh gói 200g,30000,200g,Hải sản
Cam sành,40000,5kg,Trái cây
Táo Ninh Thuận 500g,12000,500g,Trái cây
Chuối già giống Nam Mỹ 1kg (trái từ 120-220g),19900,1kg,Trái cây
Mít Thái 1kg,23500,1kg,Trái cây
Lê đường nội địa Trung 1kg trái từ 200g,39900,1kg,Trái cây
Chuối già giống Nam Mỹ kg (trái từ 120-220g),44000,2kg,Trái cây
Dưa hấu đỏ trái 2.5 kg (1 trái),28750,25kg,Trái cây
Cam sành 1kg,15600,1kg,Trái cây
Cam sành vắt nước 5kg,30000,5kg,Trái cây
Táo Gala mini túi lớn 8 trái,38400,8trái,Trái cây
Táo Gala nhập khẩu túi lớn 4 trái,40000,4trái,Trái cây
Lê đường nội địa Trung,45000,1kg,Trái cây
Trái vải,142000,2kg,Trái cây
Mận An Phước 1kg (trái từ 80g),25000,1kg,Trái cây
Mận An Phước,29300,1kg,Trái cây
Bơ 034,43800,1kg,Trái cây
Bơ sáp,38400,1kg,Trái cây
Ổi nữ hoàng,23300,Không rõ,Trái cây
Dưa lưới tròn ruột cam trái 1kg (1 trái),63000,15kg,Trái cây
Ổi Đài Loan,32000,2kg,Trái cây
Ổi Đài Loan 1kg (trái từ 220g),15000,1kg,Trái cây
Mít Thái 2kg,52000,2kg,Trái cây
Cóc lớn,31400,1kg,Trái cây
Nho đen nhập khẩu Chi Lê,79500,500g,Trái cây
Táo Ninh Thuận (25-33 trái/kg),39000,1kg,Trái cây
Xoài Úc,35000,1kg,Trái cây
Đu đủ vàng,29000,1kg,Trái cây
Dưa gang,16300,1kg,Trái cây
Chôm chôm giống Thái 500g,40000,500g,Trái cây
Mận hậu,32000,500g,Trái cây
Nho đỏ Ninh Thuận,28400,500g,Trái cây
Chuối sứ,18900,1kg,Trái cây
Chuối cau,23300,1kg,Trái cây
Thơm trái nguyên vỏ trái từ 1kg trở lên,24000,1kg,Trái cây
Măng cụt Thái Lan túi 800g,69000,800g,Trái cây
Táo Gala New Zealand hộp 6 trái,99000,6trái,Trái cây
Thơm gọt sẵn 350g,19500,350g,Trái cây
Táo Rockit nhập khẩu New Zealand ống 5 trái,155000,1,Trái cây
Táo Gala mini nhập khẩu New Zealand 2.5kg,139000,25kg,Trái cây
Thùng táo Gala nhập khẩu New Zealand 2.5kg,149000,25kg,Trái cây
Táo Breeze nhập khẩu New Zealand hộp 4 trái,111000,850g,Trái cây
Táo Candine Pháp trái từ 100g trở lên,110000,1,Trái cây
Táo Breeze nhập khẩu New Zealand xô 1kg,120000,1kg,Trái cây
Táo Rockit nhập khẩu New Zealand ống 3 trái,90000,170g,Trái cây
Dưa lưới Hạ Uyển,66000,15kg,Trái cây
Kiwi vàng Zespri nhập khẩu Pháp hộp 4 trái,159000,500g,Trái cây
Táo Ambrosia nhập khẩu New Zealand 1kg,130000,1kg,Trái cây
Táo Rockit nhập khẩu New Zealand ống 4 trái,140000,372g,Trái cây
Táo Breeze nhập khẩu New Zealand hộp 6 trái,120000,1kg,Trái cây
Táo Juliet nhập khẩu Pháp 1kg,120000,1kg,Trái cây
Kiwi vàng Zespri nhập khẩu Pháp hộp 2 trái,79000,250g,Trái cây
Thùng kiwi vàng Zespri nhập khẩu New Zealand 3.5kg,769000,1,Trái cây
Kiwi vàng Zespri nhập khẩu New Zealand xô 1kg,249000,1kg,Trái cây
Nho đen không hạt nhập khẩu Úc 500g,116800,500g,Trái cây
Táo Breeze nhập khẩu New Zealand 1kg,100000,1kg,Trái cây
Táo Pink Lady nhập khẩu Pháp 1kg,111000,1kg,Trái cây
Chà là Mỹ 340g,202000,1,Trái cây
Nho khô thập cẩm nhập khẩu Mỹ 425g,140000,1,Trái cây
Rau muống nước 400g,5000,400g,Rau lá
Cải ngọt túi 400g,5000,400g,Rau lá
Rau mồng tơi 400g,5000,400g,Rau lá
Rau muống hạt 400g,5000,400g,Rau lá
Rau tần ô 300g,14000,300g,Rau lá
Cải ngồng gói 400g,10000,400g,Rau lá
Cải thìa 300g,10000,300g,Rau lá
Cải bẹ xanh 400g,10000,400g,Rau lá
Rau dền 400g,10000,400g,Rau lá
Cải bẹ dún 400g,10000,400g,Rau lá
Rau lang 400g,10000,400g,Rau lá
Rau ngót khoảng 250g,14600,250g,Rau lá
Xà lách lô lô xanh 300g,12000,300g,Rau lá
Xà lách búp mỡ 300g,12000,300g,Rau lá
Bông điên điển 200g,22000,200g,Rau lá
Lá mơ 100g,10000,100g,Rau lá
"Hành lá, ngò rí 100g",9000,100g,Rau lá
Rau răm 50g,5000,50g,Rau lá
"Ngò gai, rau om 50g",6000,50g,Rau lá
Rau cần tàu (cần ta) 100g,6500,100g,Rau lá
Ngò rí 50g,5500,50g,Rau lá
Xà lách thủy tinh thủy canh khoảng 200g,16000,200g,Rau lá
Rau đắng khoảng 200g,9000,200g,Rau lá
Rau diếp cá khoảng 100g,7000,100g,Rau lá
Rau húng cây khoảng 100g,7000,100g,Rau lá
Rau húng quế khoảng 100g,7000,100g,Rau lá
Tía tô khoảng 100g,7000,100g,Rau lá
Nguyên liệu nấu nước mát khoảng 500g,16900,500g,Rau lá
Rau má khoảng 200g,12600,200g,Rau lá
Rau cần nước khoảng 500g,12000,500g,Rau lá
Hẹ lá khoảng 100g,6400,100g,Rau lá
Hành lá khoảng 100g,7900,100g,Rau lá
Rau thơm các loại khoảng 200g,15000,200g,Rau lá
Rau cần nước,12000,500g,Rau lá
Hành lá 300g,10000,300g,Rau lá
Tiêu xanh 50g,9000,50g,Rau lá
Bún tươi 500g,9500,500g,Rau lá
Hành tây 1kg,17000,1kg,Củ quả
Bắp cải tím,10000,500g,Củ quả
Bắp cải trắng,20000,2kg,Củ quả
Hành tây,39000,2kg,Củ quả
Thùng khoai lang Nhật xuất khẩu,99000,1,Củ quả
Mướp hương,10000,500g,Củ quả
Bắp cải trắng 1kg,15000,1kg,Củ quả
Bắp cải thảo,19000,1kg,Củ quả
Bắp cải thảo túi 1kg,13000,1kg,Củ quả
Bầu sao,36000,2kg,Củ quả
Bầu sao 1kg (2 trái),24000,1kg,Củ quả
Bí xanh 1kg,25300,1kg,Củ quả
Bí xanh,36000,2kg,Củ quả
Khoai tây 1kg,19000,1kg,Củ quả
Khoai tây củ từ 130g trở lên,40000,2kg,Củ quả
Dưa leo,10500,500g,Củ quả
Dưa leo 1kg,19000,1kg,Củ quả
Dưa leo baby,18000,500g,Củ quả
Dưa leo giống Nhật cặp 2 trái 500g,19000,500g,Củ quả
Bí đỏ tròn,9000,500g,Củ quả
Bí đỏ tròn 1kg,17000,1kg,Củ quả
Bí đỏ hồ lô 1kg (1 trái),15000,1kg,Củ quả
Bí đỏ hồ lô,32000,2kg,Củ quả
Bí đỏ non trái 250g - 350g,13000,1trái,Củ quả
Bí ngòi xanh,17500,500g,Củ quả
Cà rốt,40000,2kg,Củ quả
Cà rốt 1kg,18500,1kg,Củ quả
Cà rốt baby 200g,22000,200g,Củ quả
Cà chua,12500,500g,Củ quả
Cà chua 1kg,22000,1kg,Củ quả
Cà chua beef,19500,500g,Củ quả
Cà chua bi 300g,25000,300g,Củ quả
Cà chua socola 300g,25000,300g,Củ quả
Bắp Mỹ 1 trái,9000,1trái,Củ quả
